"STATION","NAME","location","LATITUDE","LONGITUDE","ELEVATION","nrows","min.date","max.date","AWND.n","DAPR.n","DASF.n","EVAP.n","FMTM.n","MDPR.n","MDSF.n","MNPN.n","MXPN.n","PGTM.n","PRCP.n","SN32.n","SN52.n","SNOW.n","SNWD.n","SX32.n","SX52.n","TAVG.n","TMAX.n","TMIN.n","TOBS.n","WDF2.n","WDF5.n","WDMV.n","WESD.n","WESF.n","WSF2.n","WSF5.n","WSFG.n","WT01.n","WT02.n","WT03.n","WT04.n","WT05.n","WT06.n","WT07.n","WT08.n","WT09.n","WT10.n","WT11.n","WT13.n","WT14.n","WT15.n","WT16.n","WT17.n","WT18.n","WT19.n","WT21.n","WT22.n","SN53.n","SX53.n","tavg2.n","ZCTA5CE10","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","GEOID","community"
"US1ILCK0108","BEVERLY 0.3 N, IL US","(41.7165,-87.671)",41.7165,-87.671,203,340,2008-04-10,2011-06-09,0,0,0,0,0,0,0,0,0,0,340,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60643,17,31,720200,3,170317202003,"BEVERLY"
"US1ILCK0116","BLUE ISLAND 1.1 NNW, IL US","(41.673,-87.6887)",41.673,-87.6887,196.9,460,2008-07-07,2011-10-26,0,0,0,0,0,0,0,0,0,0,460,0,0,288,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60406,17,31,823400,4,170318234004,NA
"US1ILCK0117","CHICAGO 3.0 NW, IL US","(41.9125,-87.6695)",41.9125,-87.6695,178,136,2008-07-09,2010-10-26,0,0,0,0,0,0,0,0,0,0,136,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60622,17,31,240200,1,170312402001,"WEST TOWN"
"US1ILCK0121","PALATINE 1.3 E, IL US","(42.1139,-88.0178)",42.1139,-88.0178,223.1,3837,2008-05-28,2018-12-30,0,0,0,0,0,0,0,0,0,0,3837,0,0,3660,2453,0,0,0,0,0,0,0,0,0,21,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60074,17,31,803607,4,170318036074,NA
"US1ILCK0122","CHICAGO 6.5 NNE, IL US","(41.9272,-87.6517)",41.9272,-87.6517,187.1,196,2008-06-19,2010-04-23,0,0,0,0,0,0,0,0,0,0,196,0,0,151,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60614,17,31,70300,2,170310703002,"LINCOLN PARK"
"US1ILCK0129","SCHAUMBURG 2.7 WSW, IL US","(42.0135,-88.1289)",42.0135,-88.1289,252.1,2053,2008-10-08,2015-10-15,0,0,0,0,0,0,0,0,0,0,2053,0,0,1429,695,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60193,17,31,804806,1,170318048061,NA
"US1ILCK0131","SCHAUMBURG 2.0 E, IL US","(42.0303,-88.044)",42.0303,-88.044,226.2,2744,2008-12-21,2018-12-30,0,0,0,0,0,0,0,0,0,0,2743,0,0,2036,892,0,0,0,0,0,0,0,0,0,44,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60173,17,31,804609,3,170318046093,NA
"US1ILCK0132","PALOS PARK 1.7 WSW, IL US","(41.6585,-87.8759)",41.6585,-87.8759,218.8,464,2009-02-20,2016-04-28,0,0,0,0,0,0,0,0,0,0,464,0,0,337,48,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60464,17,31,823801,1,170318238011,NA
"US1ILCK0137","MELROSE PARK 2.0 NW, IL US","(41.92,-87.8855)",41.92,-87.8855,199,1002,2009-05-02,2013-10-05,0,0,0,0,0,0,0,0,0,0,1002,0,0,612,59,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60164,17,31,811301,3,170318113013,NA
"US1ILCK0139","OAK LAWN 1.1 N, IL US","(41.7304,-87.7561)",41.7304,-87.7561,191.1,2279,2009-04-26,2018-12-25,0,0,0,0,0,0,0,0,0,0,2276,0,0,1743,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,17,31,822200,1,170318222001,NA
"US1ILCK0143","INVERNESS 1.7 S, IL US","(42.0904,-88.0949)",42.0904,-88.0949,257.9,1616,2009-07-10,2014-04-12,0,0,0,0,0,0,0,0,0,0,1615,0,0,1210,611,0,0,0,0,0,0,0,0,0,97,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60067,17,31,804105,3,170318041053,NA
"US1ILCK0145","OAK PARK 1.5 S, IL US","(41.8659,-87.7928)",41.8659,-87.7928,189.3,3239,2009-08-22,2018-12-30,0,0,0,0,0,0,0,0,0,0,3238,0,0,1931,444,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60304,17,31,813200,2,170318132002,NA
"US1ILCK0146","GLENWOOD 1.5 ESE, IL US","(41.5405,-87.5886)",41.5405,-87.5886,188.7,390,2009-09-15,2015-04-20,0,0,0,0,0,0,0,0,0,0,390,0,0,187,12,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60425,17,31,828702,3,170318287023,NA
"US1ILCK0148","OAK LAWN 1.9 SE, IL US","(41.6936,-87.729)",41.6936,-87.729,182.3,2115,2009-10-26,2018-12-27,0,0,0,0,0,0,0,0,0,0,2115,0,0,1127,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,17,31,822802,3,170318228023,NA
"US1ILCK0149","OAK LAWN 0.5 SSW, IL US","(41.7084,-87.7539)",41.7084,-87.7539,182,2889,2009-11-01,2018-12-30,0,0,0,0,0,0,0,0,0,0,2885,0,0,1957,485,0,0,0,0,0,0,0,0,0,264,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,17,31,822601,2,170318226012,NA
"US1ILCK0150","ARLINGTON HEIGHTS 1.2 S, IL US","(42.078,-87.9838)",42.078,-87.9838,208.8,146,2009-10-25,2016-05-10,0,0,0,0,0,0,0,0,0,0,146,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60005,17,31,803500,1,170318035001,NA
"US1ILCK0151","EVERGREEN PARK 0.5 NE, IL US","(41.7274,-87.6949)",41.7274,-87.6949,190.5,650,2009-01-03,2011-08-18,0,0,0,0,0,0,0,0,0,0,621,0,0,436,45,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60805,17,31,821600,3,170318216003,NA
"US1ILCK0152","CHICAGO RIDGE 0.2 WSW, IL US","(41.7018,-87.782)",41.7018,-87.782,181.7,3073,2009-10-25,2018-12-30,0,0,0,0,0,0,0,0,0,0,3073,0,0,2330,1420,0,0,0,0,0,0,0,0,0,119,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60415,17,31,823001,4,170318230014,NA
"US1ILCK0153","ALSIP 0.2 E, IL US","(41.6703,-87.7312)",41.6703,-87.7312,183.2,3107,2009-10-25,2018-10-19,0,0,0,0,0,0,0,0,0,0,3107,0,0,1019,12,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60803,17,31,823302,1,170318233021,NA
"US1ILCK0154","WORTH 0.1 E, IL US","(41.6874,-87.7911)",41.6874,-87.7911,185.9,3273,2009-11-03,2018-12-30,0,0,0,0,0,0,0,0,0,0,3273,0,0,2330,1070,0,0,0,0,0,0,0,0,0,411,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60482,17,31,823101,4,170318231014,NA
"US1ILCK0156","ARLINGTON HEIGHTS 0.6 N, IL US","(42.1031,-87.9814)",42.1031,-87.9814,214.6,164,2009-12-01,2013-03-10,0,0,0,0,0,0,0,0,0,0,162,0,0,119,43,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60004,17,31,803100,1,170318031001,NA
"US1ILCK0158","MERRIONETTE PARK 1.2 NNW, IL US","(41.6961,-87.7087)",41.6961,-87.7087,189,438,2009-11-15,2012-07-24,0,0,0,0,0,0,0,0,0,0,438,0,0,248,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60655,17,31,740300,4,170317403004,"MOUNT GREENWOOD"
"US1ILCK0163","ARLINGTON HEIGHTS 1.2 SW, IL US","(42.0819,-87.9971)",42.0819,-87.9971,215.8,1613,2010-03-28,2018-11-06,0,0,0,0,0,0,0,0,0,0,1613,0,0,935,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60005,17,31,803300,1,170318033001,NA
"US1ILCK0168","RAVENSWOOD MANOR 0.1 ESE, IL US","(41.9642,-87.6974)",41.9642,-87.6974,178.3,910,2010-08-31,2018-12-02,0,0,0,0,0,0,0,0,0,0,910,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60625,17,31,140800,2,170311408002,"ALBANY PARK"
"US1ILCK0170","FLOSSMOOR 0.5 SW, IL US","(41.5341,-87.6905)",41.5341,-87.6905,210,998,2010-09-13,2018-12-11,0,0,0,0,0,0,0,0,0,0,998,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60422,17,31,829800,4,170318298004,NA
"US1ILCK0171","OAK LAWN 1.7 SE, IL US","(41.701,-87.7247)",41.701,-87.7247,188.4,155,2010-09-22,2011-08-03,0,0,0,0,0,0,0,0,0,0,155,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,17,31,822802,1,170318228021,NA
"US1ILCK0172","ELK GROVE VILLAGE 0.6 NNE, IL US","(42.0145,-87.988)",42.0145,-87.988,214.9,276,2010-11-13,2013-03-06,0,0,0,0,0,0,0,0,0,0,275,0,0,276,229,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60007,17,31,770300,2,170317703002,NA
"US1ILCK0173","PALOS PARK 3.6 WNW, IL US","(41.6768,-87.9114)",41.6768,-87.9114,217.6,2202,2010-11-21,2018-12-29,0,0,0,0,0,0,0,0,0,0,2201,0,0,1495,228,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60464,17,31,823801,1,170318238011,NA
"US1ILCK0175","WINNETKA 1.2 S, IL US","(42.0889,-87.74)",42.0889,-87.74,195.4,932,2010-12-01,2014-10-19,0,0,0,0,0,0,0,0,0,0,931,0,0,653,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60093,17,31,800700,1,170318007001,NA
"US1ILCK0178","ROLLING MEADOWS 0.9 ESE, IL US","(42.0693,-88.01)",42.0693,-88.01,214.9,772,2011-04-25,2017-10-11,0,0,0,0,0,0,0,0,0,0,769,0,0,472,26,0,0,0,0,0,0,0,0,0,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60008,17,31,804000,1,170318040001,NA
"US1ILCK0179","CHICAGO 4.8 NNW, IL US","(41.9481,-87.6588)",41.9481,-87.6588,182.9,254,2011-04-20,2017-05-21,0,0,0,0,0,0,0,0,0,0,254,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60613,17,31,61100,1,170310611001,"LAKE VIEW"
"US1ILCK0180","PARK RIDGE 0.5 SSW, IL US","(42.0044,-87.846)",42.0044,-87.846,194.5,2458,2011-04-13,2018-12-26,0,0,0,0,0,0,0,0,0,0,2457,0,0,1356,923,0,0,0,0,0,0,0,0,0,677,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60068,17,31,805701,3,170318057013,NA
"US1ILCK0182","TINLEY PARK 2.6 NW, IL US","(41.5918,-87.8274)",41.5918,-87.8274,216.1,208,2011-04-05,2014-06-06,0,0,0,0,0,0,0,0,0,0,208,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60487,17,31,824121,1,170318241211,NA
"US1ILCK0187","NORTH RIVERSIDE 0.4 W, IL US","(41.8482,-87.8332)",41.8482,-87.8332,189.9,164,2011-08-07,2015-02-01,0,0,0,0,0,0,0,0,0,0,164,0,0,76,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60546,17,31,815600,5,170318156005,NA
"US1ILCK0190","SCHAUMBURG 2.1 SW, IL US","(42.0133,-88.1143)",42.0133,-88.1143,251.2,365,2011-08-10,2012-12-28,0,0,0,0,0,0,0,0,0,0,365,0,0,238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60193,17,31,804807,1,170318048071,NA
"US1ILCK0192","PARK RIDGE 0.7 WNW, IL US","(42.0168,-87.8557)",42.0168,-87.8557,192.6,2180,2011-08-31,2018-12-28,0,0,0,0,0,0,0,0,0,0,2179,0,0,1513,599,0,0,0,0,0,0,0,0,0,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60068,17,31,805801,3,170318058013,NA
"US1ILCK0193","WINNETKA 0.8 ESE, IL US","(42.1016,-87.729)",42.1016,-87.729,192,1941,2011-11-17,2018-12-30,0,0,0,0,0,0,0,0,0,0,1940,0,0,871,173,0,0,0,0,0,0,0,0,0,151,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60093,17,31,800400,2,170318004002,NA
"US1ILCK0196","HARWOOD HEIGHTS 1.9 NNE, IL US","(41.9904,-87.7872)",41.9904,-87.7872,190.2,1546,2012-03-12,2016-08-22,0,0,0,0,0,0,0,0,0,0,1546,0,0,648,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60646,17,31,100100,1,170311001001,"NORWOOD PARK"
"US1ILCK0197","ORLAND HILLS 0.6 SE, IL US","(41.5865,-87.8335)",41.5865,-87.8335,215.2,1219,2012-04-13,2015-08-14,0,0,0,0,0,0,0,0,0,0,1219,0,0,778,208,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60487,17,31,824108,3,170318241083,NA
"US1ILCK0199","SCHAUMBURG 1.6 S, IL US","(42.0104,-88.0828)",42.0104,-88.0828,249.9,266,2012-05-09,2013-05-17,0,0,0,0,0,0,0,0,0,0,266,0,0,187,47,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60193,17,31,804810,3,170318048103,NA
"US1ILCK0202","RIVER FOREST 0.9 SSE, IL US","(41.8819,-87.815)",41.8819,-87.815,192,286,2012-07-16,2018-03-01,0,0,0,0,0,0,0,0,0,0,286,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60305,17,31,812000,5,170318120005,NA
"US1ILCK0204","BOOT CAMP CHICAGO 4.2 SW, IL US","(41.8421,-87.6891)",41.8421,-87.6891,182.6,153,2012-10-01,2013-10-30,0,0,0,0,0,0,0,0,0,0,152,0,0,106,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60608,17,31,843500,1,170318435001,"SOUTH LAWNDALE"
"US1ILCK0206","PARK FOREST 1.0 SW, IL US","(41.4723,-87.7013)",41.4723,-87.7013,220.7,2042,2013-01-29,2018-12-30,0,0,0,0,0,0,0,0,0,0,2042,0,0,1583,830,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60466,17,31,830400,4,170318304004,NA
"US1ILCK0208","GLENVIEW 1.2 WNW, IL US","(42.0888,-87.8358)",42.0888,-87.8358,199.9,326,2012-12-01,2016-04-13,0,0,0,0,0,0,0,0,0,0,326,0,0,237,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60026,17,31,802002,2,170318020022,NA
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","(41.7269,-87.7777)",41.7269,-87.7777,188.1,1995,2013-03-04,2018-12-30,0,0,0,0,0,0,0,0,0,0,1994,0,0,1493,695,0,0,0,0,0,0,0,0,0,513,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,17,31,822301,4,170318223014,NA
"US1ILCK0214","ROGERS PARK 1.5 SW, IL US","(41.9957,-87.6918)",41.9957,-87.6918,181.4,1918,2013-04-14,2018-12-29,0,0,0,0,0,0,0,0,0,0,1917,0,0,1280,42,0,0,0,0,0,0,0,0,0,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60659,17,31,20802,4,170310208024,"WEST RIDGE"
"US1ILCK0215","GLENVIEW 0.9 SW, IL US","(42.0726,-87.8288)",42.0726,-87.8288,203,621,2013-05-10,2015-01-23,0,0,0,0,0,0,0,0,0,0,621,0,0,426,74,0,0,0,0,0,0,0,0,0,51,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60025,17,31,802002,1,170318020021,NA
"US1ILCK0218","NORTHBROOK 1.0 W, IL US","(42.1311,-87.8531)",42.1311,-87.8531,206.3,163,2013-04-26,2014-07-16,0,0,0,0,0,0,0,0,0,0,163,0,0,74,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60062,17,31,801605,1,170318016051,NA
"US1ILCK0220","ARLINGTON HEIGHTS 0.5 SE, IL US","(42.0903,-87.9752)",42.0903,-87.9752,209.4,138,2013-05-27,2013-11-25,0,0,0,0,0,0,0,0,0,0,138,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60004,17,31,802900,3,170318029003,NA
"US1ILCK0229","FLOSSMOOR 1.2 ESE, IL US","(41.5319,-87.6641)",41.5319,-87.6641,202.1,592,2013-12-22,2018-11-04,0,0,0,0,0,0,0,0,0,0,590,0,0,319,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60422,17,31,828801,2,170318288012,NA
"US1ILCK0232","ROGERS PARK 0.6 ESE, IL US","(42.0043,-87.6697)",42.0043,-87.6697,180.1,1684,2014-03-12,2018-12-29,0,0,0,0,0,0,0,0,0,0,1684,0,0,670,160,0,0,0,0,0,0,0,0,0,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60626,17,31,10600,1,170310106001,"ROGERS PARK"
"US1ILCK0234","OAK LAWN 1.6 NW, IL US","(41.7284,-87.7762)",41.7284,-87.7762,188.1,431,2014-03-15,2018-09-27,0,0,0,0,0,0,0,0,0,0,431,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,17,31,822301,4,170318223014,NA
"US1ILCK0238","ELMWOOD PARK 0.7 NNW, IL US","(41.9314,-87.8231)",41.9314,-87.8231,191.7,325,2014-04-01,2018-09-01,0,0,0,0,0,0,0,0,0,0,325,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60707,17,31,810800,4,170318108004,NA
"US1ILCK0240","CHICAGO 2.7 WNW, IL US","(41.9018,-87.6726)",41.9018,-87.6726,182.9,493,2014-06-18,2018-11-06,0,0,0,0,0,0,0,0,0,0,491,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60622,17,31,242200,1,170312422001,"WEST TOWN"
"US1ILCK0243","ELMWOOD PARK 0.7 ESE, IL US","(41.9177,-87.8037)",41.9177,-87.8037,195.4,1441,2014-08-11,2018-12-27,0,0,0,0,0,0,0,0,0,0,1441,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60707,17,31,250500,7,170312505007,"AUSTIN"
"US1ILCK0245","ARLINGTON HEIGHTS 2.6 SSW, IL US","(42.0578,-87.9926)",42.0578,-87.9926,219.8,996,2014-09-05,2018-12-30,0,0,0,0,0,0,0,0,0,0,996,0,0,388,76,0,0,0,0,0,0,0,0,0,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60005,17,31,805109,2,170318051092,NA
"US1ILCK0246","LEMONT 0.4 S, IL US","(41.6641,-87.9913)",41.6641,-87.9913,214.3,147,2014-10-03,2018-10-15,0,0,0,0,0,0,0,0,0,0,147,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60439,17,31,824003,1,170318240031,NA
"US1ILCK0249","MIDLOTHIAN 0.2 SSE, IL US","(41.6243,-87.7233)",41.6243,-87.7233,189.3,282,2014-11-07,2015-11-20,0,0,0,0,0,0,0,0,0,0,282,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824701,1,170318247011,NA
"US1ILCK0250","MIDLOTHIAN 0.2 NNE, IL US","(41.6294,-87.7231)",41.6294,-87.7231,188.4,132,2014-12-10,2016-08-18,0,0,0,0,0,0,0,0,0,0,132,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824701,2,170318247012,NA
"US1ILCK0253","MIDLOTHIAN 0.1 SSE, IL US","(41.625,-87.7234)",41.625,-87.7234,189.3,1262,2015-02-26,2018-12-27,0,0,0,0,0,0,0,0,0,0,1262,0,0,768,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824701,1,170318247011,NA
"US1ILCK0254","BURR RIDGE 1.2 ESE, IL US","(41.7473,-87.8974)",41.7473,-87.8974,201.2,109,2015-03-22,2017-10-15,0,0,0,0,0,0,0,0,0,0,101,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60527,17,31,820201,2,170318202012,NA
"US1ILCK0260","MIDLOTHIAN 1.2 SE, IL US","(41.613,-87.7097)",41.613,-87.7097,187.5,905,2015-04-19,2018-10-31,0,0,0,0,0,0,0,0,0,0,905,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824702,3,170318247023,NA
"US1ILCK0261","MIDLOTHIAN 0.3 WSW, IL US","(41.6248,-87.7307)",41.6248,-87.7307,192,137,2015-04-20,2018-08-21,0,0,0,0,0,0,0,0,0,0,137,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824602,3,170318246023,NA
"US1ILCK0262","MIDLOTHIAN 0.6 SW, IL US","(41.6215,-87.7331)",41.6215,-87.7331,192.3,309,2015-04-24,2017-06-14,0,0,0,0,0,0,0,0,0,0,309,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824602,3,170318246023,NA
"US1ILCK0266","MIDLOTHIAN 0.2 SW, IL US","(41.6238,-87.727)",41.6238,-87.727,190.2,364,2015-05-08,2017-08-11,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60445,17,31,824701,1,170318247011,NA
"US1ILCK0278","HOFFMAN ESTATES 1.6 SE, IL US","(42.0481,-88.1162)",42.0481,-88.1162,242,986,2016-04-05,2018-12-30,0,0,0,0,0,0,0,0,0,0,986,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60169,17,31,804705,3,170318047053,NA
"US1ILCK0282","BERWYN 0.9 NW, IL US","(41.8531,-87.802)",41.8531,-87.802,188.4,920,2014-01-04,2018-12-23,0,0,0,0,0,0,0,0,0,0,920,0,0,133,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60402,17,31,814800,2,170318148002,NA
