"station","name","trap.name","wea.dist.mi"
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T902",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T903",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T904",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T905",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T906",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T907",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T908",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T909",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T910",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T911",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T912",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T913",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T914",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T915",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T916",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T917",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T918",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T920",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T921",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T923",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T924",5.29677842684205
"US1ILCK0005","HARWOOD HEIGHTS 1.0 ENE, IL US","T925",5.29677842684205
"US1ILCK0007","LANSING 1.7 SSE, IL US","T220A",32.2455729772489
"US1ILCK0007","LANSING 1.7 SSE, IL US","T001",30.1864362923248
"US1ILCK0007","LANSING 1.7 SSE, IL US","T002",31.5603251788353
"US1ILCK0007","LANSING 1.7 SSE, IL US","T002A",31.8107879345564
"US1ILCK0007","LANSING 1.7 SSE, IL US","T002B",31.0951130182905
"US1ILCK0007","LANSING 1.7 SSE, IL US","T002B.2",31.4855864602857
"US1ILCK0007","LANSING 1.7 SSE, IL US","T003",31.3459655615841
"US1ILCK0007","LANSING 1.7 SSE, IL US","T004",31.0319084123569
"US1ILCK0007","LANSING 1.7 SSE, IL US","T005",30.2260718289277
"US1ILCK0007","LANSING 1.7 SSE, IL US","T006",33.6947348402286
"US1ILCK0007","LANSING 1.7 SSE, IL US","T007",33.4969608417906
"US1ILCK0007","LANSING 1.7 SSE, IL US","T008",34.4633439966221
"US1ILCK0007","LANSING 1.7 SSE, IL US","T009",34.8672832359212
"US1ILCK0007","LANSING 1.7 SSE, IL US","T009B",34.6501359204922
"US1ILCK0007","LANSING 1.7 SSE, IL US","T011",31.7461354754021
"US1ILCK0007","LANSING 1.7 SSE, IL US","T012",32.9481523775662
"US1ILCK0007","LANSING 1.7 SSE, IL US","T013",29.1240773221646
"US1ILCK0007","LANSING 1.7 SSE, IL US","T014",32.2519407332734
"US1ILCK0007","LANSING 1.7 SSE, IL US","T015",33.2942550613934
"US1ILCK0007","LANSING 1.7 SSE, IL US","T016",35.4302983099645
"US1ILCK0007","LANSING 1.7 SSE, IL US","T017",29.5266034400498
"US1ILCK0007","LANSING 1.7 SSE, IL US","T018",32.9580256073856
"US1ILCK0007","LANSING 1.7 SSE, IL US","T019",29.4483543689691
"US1ILCK0007","LANSING 1.7 SSE, IL US","T025",32.1107087162389
"US1ILCK0007","LANSING 1.7 SSE, IL US","T027",32.1969136732446
"US1ILCK0007","LANSING 1.7 SSE, IL US","T028",31.7069229289337
"US1ILCK0007","LANSING 1.7 SSE, IL US","T028B",31.722108953925
"US1ILCK0007","LANSING 1.7 SSE, IL US","T030",25.2972504116669
"US1ILCK0007","LANSING 1.7 SSE, IL US","T030B",25.2919274068947
"US1ILCK0007","LANSING 1.7 SSE, IL US","T167",25.6349929223861
"US1ILCK0007","LANSING 1.7 SSE, IL US","T033",26.5690489751639
"US1ILCK0007","LANSING 1.7 SSE, IL US","T034",22.0090944894408
"US1ILCK0007","LANSING 1.7 SSE, IL US","T035",16.090062210287
"US1ILCK0007","LANSING 1.7 SSE, IL US","T035.2",21.5508731652224
"US1ILCK0007","LANSING 1.7 SSE, IL US","T036",22.645654715579
"US1ILCK0007","LANSING 1.7 SSE, IL US","T037",29.3293585247889
"US1ILCK0007","LANSING 1.7 SSE, IL US","T039",27.4083712284197
"US1ILCK0007","LANSING 1.7 SSE, IL US","T040",23.3210599071569
"US1ILCK0007","LANSING 1.7 SSE, IL US","T043",22.3581688726881
"US1ILCK0007","LANSING 1.7 SSE, IL US","T044",23.983146077965
"US1ILCK0007","LANSING 1.7 SSE, IL US","T045",27.028652884431
"US1ILCK0007","LANSING 1.7 SSE, IL US","T046",25.422983042047
"US1ILCK0007","LANSING 1.7 SSE, IL US","T046B",25.3417985939874
"US1ILCK0007","LANSING 1.7 SSE, IL US","T047",23.8810091589214
"US1ILCK0007","LANSING 1.7 SSE, IL US","T048",23.2047176115006
"US1ILCK0007","LANSING 1.7 SSE, IL US","T049",25.1850820877108
"US1ILCK0007","LANSING 1.7 SSE, IL US","T050",27.2961247602553
"US1ILCK0007","LANSING 1.7 SSE, IL US","T051",21.7952767573645
"US1ILCK0007","LANSING 1.7 SSE, IL US","T054",26.703598727357
"US1ILCK0007","LANSING 1.7 SSE, IL US","T054A",26.7195291171324
"US1ILCK0007","LANSING 1.7 SSE, IL US","T054B",26.6717357129071
"US1ILCK0007","LANSING 1.7 SSE, IL US","T054C",26.6513560050231
"US1ILCK0007","LANSING 1.7 SSE, IL US","T060",20.7597249551441
"US1ILCK0007","LANSING 1.7 SSE, IL US","T061",19.2999379461391
"US1ILCK0007","LANSING 1.7 SSE, IL US","T062",19.9406599780031
"US1ILCK0007","LANSING 1.7 SSE, IL US","T063",21.7577531010568
"US1ILCK0007","LANSING 1.7 SSE, IL US","T063B",21.799512113297
"US1ILCK0007","LANSING 1.7 SSE, IL US","T065",19.7289566748653
"US1ILCK0007","LANSING 1.7 SSE, IL US","T065A",19.5377017660579
"US1ILCK0007","LANSING 1.7 SSE, IL US","T066",17.9309808913087
"US1ILCK0007","LANSING 1.7 SSE, IL US","T067",18.3178360195632
"US1ILCK0007","LANSING 1.7 SSE, IL US","T068",15.4944507108013
"US1ILCK0007","LANSING 1.7 SSE, IL US","T069",17.2161454694053
"US1ILCK0007","LANSING 1.7 SSE, IL US","T070",22.0862503174742
"US1ILCK0007","LANSING 1.7 SSE, IL US","T071",20.4757845976671
"US1ILCK0007","LANSING 1.7 SSE, IL US","T072",16.4207372403782
"US1ILCK0007","LANSING 1.7 SSE, IL US","T073",16.2396363766319
"US1ILCK0007","LANSING 1.7 SSE, IL US","T074",20.3068863520589
"US1ILCK0007","LANSING 1.7 SSE, IL US","T074B",20.4153604333379
"US1ILCK0007","LANSING 1.7 SSE, IL US","T075",18.5333117139794
