"FID_noaa_w","Field1","STATION","NAME","location","LATITUDE","LONGITUDE","ELEVATION","nrows","min_date","max_date","AWND_n","DAPR_n","DASF_n","EVAP_n","FMTM_n","MDPR_n","MDSF_n","MNPN_n","MXPN_n","PGTM_n","PRCP_n","SN32_n","SN52_n","SNOW_n","SNWD_n","SX32_n","SX52_n","TAVG_n","TMAX_n","TMIN_n","TOBS_n","WDF2_n","WDF5_n","WDMV_n","WESD_n","WESF_n","WSF2_n","WSF5_n","WSFG_n","WT01_n","WT02_n","WT03_n","WT04_n","WT05_n","WT06_n","WT07_n","WT08_n","WT09_n","WT10_n","WT11_n","WT13_n","WT14_n","WT15_n","WT16_n","WT17_n","WT18_n","WT19_n","WT21_n","WT22_n","SN53_n","SX53_n","tavg2_n","FID_tl_201","ZCTA5CE10","GEOID10","CLASSFP10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
263,264,"US1INLK0050","HOBART 1.6 E, IN US","(41.5351,-87.2362)",41.5351,-87.2362,190,966,12/4/2009,12/29/2018,0,0,0,0,0,0,0,0,0,0,966,0,0,293,186,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21653,"46342","46342","B5","G6350","S",91232848,997039,"+41.5181847","-087.2449075"
228,229,"US1ILWL0095","JOLIET 1.4 ENE, IL US","(41.5355,-88.0976)",41.5355,-88.0976,198,277,8/3/2011,3/21/2013,0,0,0,0,0,0,0,0,0,0,275,0,0,277,244,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9703,"60435","60435","B5","G6350","S",27716029,127159,"+41.5485900","-088.1289276"
250,251,"US1INLK0025","MUNSTER 0.8 SSE, IN US","(41.5356,-87.4989)",41.5356,-87.4989,187,1899,5/25/2007,1/19/2015,0,0,0,0,0,0,0,0,0,0,1899,0,0,1504,407,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21646,"46321","46321","B5","G6350","S",19596553,189077,"+41.5469100","-087.5045891"
278,279,"US1INLK0094","GRIFFITH 1.2 N, IN US","(41.5394,-87.4258)",41.5394,-87.4258,188,360,4/21/2017,11/7/2018,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21644,"46319","46319","B5","G6350","S",24019758,60305,"+41.5254717","-087.4222013"
62,63,"US1ILCK0146","GLENWOOD 1.5 ESE, IL US","(41.5405,-87.5886)",41.5405,-87.5886,189,390,9/15/2009,4/20/2015,0,0,0,0,0,0,0,0,0,0,390,0,0,187,12,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27241,"60425","60425","B5","G6350","S",12468727,0,"+41.5455080","-087.6116986"
264,265,"US1INLK0057","WV90 HOBART 1.3 ENE, IN US","(41.5405,-87.246)",41.5405,-87.246,192,966,1/16/2012,9/20/2016,0,0,0,0,0,0,0,0,0,0,957,0,0,584,85,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21653,"46342","46342","B5","G6350","S",91232848,997039,"+41.5181847","-087.2449075"
279,280,"US1INLK0096","KA9GKT GARY 3.8 SSE, IN US","(41.5417,-87.327)",41.5417,-87.327,0,268,1/4/2018,12/29/2018,0,0,0,0,0,0,0,0,0,0,268,0,0,178,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22365,"46409","46409","B5","G6350","S",9238468,0,"+41.5483626","-087.3242295"
269,270,"US1INLK0068","HOBART 0.7 NNW, IN US","(41.5417,-87.2715)",41.5417,-87.2715,196,1412,7/20/2013,7/27/2018,0,0,0,0,0,0,0,0,0,0,1411,0,0,989,247,0,0,0,0,0,0,0,0,0,245,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21653,"46342","46342","B5","G6350","S",91232848,997039,"+41.5181847","-087.2449075"
289,290,"USC00114890","LANSING, IL US","(41.5422,-87.5416)",41.5422,-87.5416,189,4518,1/1/2006,12/30/2018,0,9,0,0,0,11,1,0,0,0,4365,0,0,4515,4507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26905,"60411","60411","B5","G6350","S",81995595,455119,"+41.5087744","-087.5903141"
262,263,"US1INLK0049","HIGHLAND 1.0 ESE, IN US","(41.5423,-87.4397)",41.5423,-87.4397,187,1194,11/28/2009,2/28/2014,0,0,0,0,0,0,0,0,0,0,1194,0,0,773,74,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,"46322","46322","B5","G6350","S",17915313,95626,"+41.5466221","-087.4576162"
120,121,"US1ILCK0296","CHICAGO HEIGHTS 2.4 NNW, IL US","(41.5428,-87.6541)",41.5428,-87.6541,196,508,7/28/2017,12/28/2018,0,0,0,0,0,0,0,0,0,0,507,0,0,349,110,0,0,0,0,0,0,0,0,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303,"60430","60430","B5","G6350","S",17632744,122555,"+41.5588804","-087.6644415"
1,2,"US1ILCK0007","LANSING 1.7 SSE, IL US","(41.5428,-87.539)",41.5428,-87.539,186,951,12/1/2006,12/18/2009,0,0,0,0,0,0,0,0,0,0,950,0,0,823,552,0,0,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26905,"60411","60411","B5","G6350","S",81995595,455119,"+41.5087744","-087.5903141"
273,274,"US1INLK0079","HIGHLAND 0.7 ESE, IN US","(41.5435,-87.4459)",41.5435,-87.4459,188,976,8/31/2014,5/31/2018,0,0,0,0,0,0,0,0,0,0,976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,"46322","46322","B5","G6350","S",17915313,95626,"+41.5466221","-087.4576162"
258,259,"US1INLK0040","GARY 4.1 SSW, IN US","(41.5448,-87.3848)",41.5448,-87.3848,192,1823,5/3/2009,3/28/2018,0,0,0,0,0,0,0,0,0,0,1823,0,0,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22364,"46408","46408","B5","G6350","S",25261404,52849,"+41.5459383","-087.3684840"
265,266,"US1INLK0058","KB9UUO NEW CHICAGO 0.6 SSE, IN US","(41.5514,-87.267)",41.5514,-87.267,193,143,1/25/2012,7/29/2016,0,0,0,0,0,0,0,0,0,0,143,0,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21653,"46342","46342","B5","G6350","S",91232848,997039,"+41.5181847","-087.2449075"
230,231,"US1ILWL0103","JOLIET 1.8 NNE, IL US","(41.5519,-88.1106)",41.5519,-88.1106,197,469,5/18/2012,12/20/2016,0,0,0,0,0,0,0,0,0,0,469,0,0,250,37,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9703,"60435","60435","B5","G6350","S",27716029,127159,"+41.5485900","-088.1289276"
243,244,"US1ILWL0142","MOKENA 3.4 WNW, IL US","(41.5545,-87.9339)",41.5545,-87.9339,208,299,1/23/2018,12/30/2018,0,0,0,0,0,0,0,0,0,0,298,0,0,187,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397,"60448","60448","B5","G6350","S",46992183,37161,"+41.5377848","-087.8924511"
25,26,"US1ILCK0064","HOMEWOOD 0.1 ESE, IL US","(41.5577,-87.6594)",41.5577,-87.6594,196,4076,3/17/2007,12/30/2018,0,0,0,0,0,0,0,0,0,0,4075,0,0,2883,710,0,0,0,0,0,0,0,0,0,320,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303,"60430","60430","B5","G6350","S",17632744,122555,"+41.5588804","-087.6644415"
271,272,"US1INLK0071","HIGHLAND 1.0 NW, IN US","(41.5587,-87.4734)",41.5587,-87.4734,187,109,8/30/2013,12/30/2013,0,0,0,0,0,0,0,0,0,0,109,0,0,82,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,"46322","46322","B5","G6350","S",17915313,95626,"+41.5466221","-087.4576162"
34,35,"US1ILCK0079","TINLEY PARK 1.0 SW, IL US","(41.5641,-87.8139)",41.5641,-87.8139,217,466,6/13/2007,6/29/2009,0,0,0,0,0,0,0,0,0,0,466,0,0,454,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712,"60477","60477","B5","G6350","S",33047342,30829,"+41.5721428","-087.7892499"
259,260,"US1INLK0042","HIGHLAND 1.2 N, IN US","(41.5659,-87.4616)",41.5659,-87.4616,182,518,10/1/2009,7/29/2011,0,0,0,0,0,0,0,0,0,0,517,0,0,357,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,"46322","46322","B5","G6350","S",17915313,95626,"+41.5466221","-087.4576162"
277,278,"US1INLK0091","MUNSTER 1.5 NNW, IN US","(41.568,-87.5107)",41.568,-87.5107,182,648,9/13/2016,12/29/2018,0,0,0,0,0,0,0,0,0,0,632,0,0,76,58,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21646,"46321","46321","B5","G6350","S",19596553,189077,"+41.5469100","-087.5045891"
224,225,"US1ILWL0080","LOCKPORT 1.3 SE, IL US","(41.5745,-88.033)",41.5745,-88.033,208,2736,3/29/2011,12/30/2018,0,0,0,0,0,0,0,0,0,0,2736,0,0,1971,897,0,0,0,0,0,0,0,0,0,46,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9713,"60441","60441","B5","G6350","S",72613199,1531111,"+41.5926394","-088.0500431"
215,216,"US1ILWL0050","LOCKPORT 3.3 ESE, IL US","(41.5771,-87.9855)",41.5771,-87.9855,223,1369,6/3/2009,12/1/2016,0,0,0,0,0,0,0,0,0,0,1369,0,0,655,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9713,"60441","60441","B5","G6350","S",72613199,1531111,"+41.5926394","-088.0500431"
282,283,"US1INPT0051","PORTAGE 0.8 SW, IN US","(41.5792,-87.1938)",41.5792,-87.1938,198,340,12/10/2006,11/3/2008,0,0,0,0,0,0,0,0,0,0,340,0,0,340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21993,"46368","46368","B5","G6350","S",67883095,8263051,"+41.5908197","-087.1807072"
281,282,"US1INPT0032","PORTAGE 0.9 ESE, IN US","(41.5825,-87.1656)",41.5825,-87.1656,197,3774,9/6/2006,12/10/2018,0,0,0,0,0,0,0,0,0,0,3772,0,0,2923,1374,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21993,"46368","46368","B5","G6350","S",67883095,8263051,"+41.5908197","-087.1807072"
17,18,"US1ILCK0051","ORLAND HILLS 0.6 S, IL US","(41.5833,-87.8434)",41.5833,-87.8434,217,1972,2/6/2007,11/4/2013,0,0,0,0,0,0,0,0,0,0,1972,0,0,1580,428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,"60487","60487","B5","G6350","S",22339452,45462,"+41.5627296","-087.8344163"
27,28,"US1ILCK0068","TINLEY PARK 1.2 WNW, IL US","(41.5834,-87.8196)",41.5834,-87.8196,217,240,4/4/2007,12/18/2008,0,0,0,0,0,0,0,0,0,0,240,0,0,240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712,"60477","60477","B5","G6350","S",33047342,30829,"+41.5721428","-087.7892499"
206,207,"US1ILWL0004","LOCKPORT 0.3 SSW, IL US","(41.5851,-88.0497)",41.5851,-88.0497,203,1152,4/15/2007,12/10/2010,0,0,0,0,0,0,0,0,0,0,1152,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9713,"60441","60441","B5","G6350","S",72613199,1531111,"+41.5926394","-088.0500431"
88,89,"US1ILCK0197","ORLAND HILLS 0.6 SE, IL US","(41.5865,-87.8335)",41.5865,-87.8335,215,1219,4/13/2012,8/14/2015,0,0,0,0,0,0,0,0,0,0,1219,0,0,778,208,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,"60487","60487","B5","G6350","S",22339452,45462,"+41.5627296","-087.8344163"
246,247,"US1INLK0008","HAMMOND 3.0 SW, IN US","(41.5865,-87.5243)",41.5865,-87.5243,186,2217,9/8/2006,1/11/2013,0,0,0,0,0,0,0,0,0,0,2216,0,0,1873,826,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21649,"46324","46324","B5","G6350","S",11401321,24869,"+41.5837910","-087.5019947"
82,83,"US1ILCK0182","TINLEY PARK 2.6 NW, IL US","(41.5918,-87.8274)",41.5918,-87.8274,216,208,4/5/2011,6/6/2014,0,0,0,0,0,0,0,0,0,0,208,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,"60487","60487","B5","G6350","S",22339452,45462,"+41.5627296","-087.8344163"
276,277,"US1INLK0090","HAMMOND 3.4 ESE, IN US","(41.5967,-87.4334)",41.5967,-87.4334,182,129,9/5/2017,11/6/2018,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21648,"46323","46323","B5","G6350","S",16035106,80512,"+41.5894344","-087.4537288"
217,218,"US1ILWL0058","PLAINFIELD 3.0 ESE, IL US","(41.604,-88.149)",41.604,-88.149,189,2210,4/2/2010,12/2/2018,0,0,0,0,0,0,0,0,0,0,2208,0,0,1001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6527,"60544","60544","B5","G6350","S",59848059,4489256,"+41.6140162","-088.2187459"
296,297,"USC00117457","ROMEOVILLE WEATHER FORECAST OFFICE, IL US","(41.60413,-88.08497)",41.60413,-88.08497,201,4748,1/1/2006,12/31/2018,0,0,0,0,0,0,0,0,0,0,4735,0,0,4741,4745,0,0,0,4748,4748,4744,0,0,0,0,0,0,0,0,200,0,245,27,18,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4748,9724,"60446","60446","B5","G6350","S",43301976,2034401,"+41.6316981","-088.1069030"
237,238,"US1ILWL0131","HOMER GLEN 0.7 NNE, IL US","(41.6084,-87.9327)",41.6084,-87.9327,231,1098,12/11/2015,12/30/2018,0,0,0,0,0,0,0,0,0,0,1097,0,0,750,204,0,0,0,0,0,0,0,0,0,88,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,"60491","60491","B5","G6350","S",65955689,126403,"+41.6026976","-087.9626049"
275,276,"US1INLK0089","HAMMOND 0.6 SSW, IN US","(41.6121,-87.4941)",41.6121,-87.4941,180,744,5/1/2016,12/25/2018,0,0,0,0,0,0,0,0,0,0,744,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21645,"46320","46320","B5","G6350","S",17300086,4595167,"+41.6917635","-087.5109168"
111,112,"US1ILCK0260","MIDLOTHIAN 1.2 SE, IL US","(41.613,-87.7097)",41.613,-87.7097,188,905,4/19/2015,10/31/2018,0,0,0,0,0,0,0,0,0,0,905,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
123,124,"US1ILCK0306","OAK FOREST 0.6 N, IL US","(41.6155,-87.7507)",41.6155,-87.7507,199,254,3/29/2018,12/30/2018,0,0,0,0,0,0,0,0,0,0,254,0,0,192,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10406,"60452","60452","B5","G6350","S",24097669,163817,"+41.6066802","-087.7532989"
267,268,"US1INLK0063","GARY 4.8 ENE, IN US","(41.617,-87.2546)",41.617,-87.2546,186,1945,3/20/2013,12/30/2018,0,0,0,0,0,0,0,0,0,0,1944,0,0,1436,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22359,"46403","46403","B5","G6350","S",21431796,5607906,"+41.6081007","-087.2622103"
113,114,"US1ILCK0262","MIDLOTHIAN 0.6 SW, IL US","(41.6215,-87.7331)",41.6215,-87.7331,192,309,4/24/2015,6/14/2017,0,0,0,0,0,0,0,0,0,0,309,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
114,115,"US1ILCK0266","MIDLOTHIAN 0.2 SW, IL US","(41.6238,-87.727)",41.6238,-87.727,190,364,5/8/2015,8/11/2017,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
235,236,"US1ILWL0119","HOMER GLEN 1.6 NW, IL US","(41.6241,-87.9553)",41.6241,-87.9553,218,1378,4/20/2014,12/28/2018,0,0,0,0,0,0,0,0,0,0,1378,0,0,850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,"60491","60491","B5","G6350","S",65955689,126403,"+41.6026976","-087.9626049"
107,108,"US1ILCK0249","MIDLOTHIAN 0.2 SSE, IL US","(41.6243,-87.7233)",41.6243,-87.7233,189,282,11/7/2014,11/20/2015,0,0,0,0,0,0,0,0,0,0,282,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
112,113,"US1ILCK0261","MIDLOTHIAN 0.3 WSW, IL US","(41.6248,-87.7307)",41.6248,-87.7307,192,137,4/20/2015,8/21/2018,0,0,0,0,0,0,0,0,0,0,137,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
109,110,"US1ILCK0253","MIDLOTHIAN 0.1 SSE, IL US","(41.625,-87.7234)",41.625,-87.7234,189,1262,2/26/2015,12/27/2018,0,0,0,0,0,0,0,0,0,0,1262,0,0,768,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
207,208,"US1ILWL0016","HOMER GLEN 0.8 ENE, IL US","(41.6274,-87.9281)",41.6274,-87.9281,226,3851,3/13/2007,12/28/2018,0,0,0,0,0,0,0,0,0,0,3849,0,0,2613,378,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,"60491","60491","B5","G6350","S",65955689,126403,"+41.6026976","-087.9626049"
283,284,"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","(41.6276,-87.1843)",41.6276,-87.1843,189,107,4/29/2007,4/16/2008,0,0,0,0,0,0,0,0,0,0,106,0,0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21993,"46368","46368","B5","G6350","S",67883095,8263051,"+41.5908197","-087.1807072"
108,109,"US1ILCK0250","MIDLOTHIAN 0.2 NNE, IL US","(41.6294,-87.7231)",41.6294,-87.7231,188,132,12/10/2014,8/18/2016,0,0,0,0,0,0,0,0,0,0,132,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9721,"60445","60445","B5","G6350","S",17911376,163034,"+41.6343897","-087.7363950"
211,212,"US1ILWL0036","HOMER GLEN 3.9 WNW, IL US","(41.6375,-88.0029)",41.6375,-88.0029,217,2217,1/4/2008,8/19/2015,0,0,0,0,0,0,0,0,0,0,2217,0,0,2158,1872,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,"60491","60491","B5","G6350","S",65955689,126403,"+41.6026976","-087.9626049"
212,213,"US1ILWL0039","HOMER GLEN 1.4 NNW, IL US","(41.6385,-87.9399)",41.6385,-87.9399,209,330,4/30/2008,10/2/2010,0,0,0,0,0,0,0,0,0,0,329,0,0,228,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,"60491","60491","B5","G6350","S",65955689,126403,"+41.6026976","-087.9626049"
225,226,"US1ILWL0082","ORLAND PARK 4.6 WNW, IL US","(41.6433,-87.9281)",41.6433,-87.9281,209,1232,4/8/2011,1/3/2015,0,0,0,0,0,0,0,0,0,0,1230,0,0,798,50,0,0,0,0,0,0,0,0,0,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311,"60467","60467","B5","G6350","S",37644648,1079322,"+41.6031920","-087.8871195"
16,17,"US1ILCK0050","PALOS PARK 1.3 SW, IL US","(41.6528,-87.8631)",41.6528,-87.8631,214,2575,3/18/2007,12/30/2018,0,0,0,0,0,0,0,0,0,0,2574,0,0,1800,467,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,"60464","60464","B5","G6350","S",20222764,1042657,"+41.6628404","-087.8607559"
238,239,"US1ILWL0135","PLAINFIELD 3.2 NNE, IL US","(41.657,-88.1768)",41.657,-88.1768,190,180,9/23/2016,5/18/2018,0,0,0,0,0,0,0,0,0,0,180,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728,"60490","60490","B5","G6350","S",24450260,65999,"+41.6693203","-088.1453990"
57,58,"US1ILCK0132","PALOS PARK 1.7 WSW, IL US","(41.6585,-87.8759)",41.6585,-87.8759,219,464,2/20/2009,4/28/2016,0,0,0,0,0,0,0,0,0,0,464,0,0,337,48,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,"60464","60464","B5","G6350","S",20222764,1042657,"+41.6628404","-087.8607559"
36,37,"US1ILCK0082","BURNHAM HEGEWISCH 1.6 NNW, IL US","(41.6598,-87.5529)",41.6598,-87.5529,178,3160,9/6/2007,6/22/2018,0,0,0,0,0,0,0,0,0,0,3159,0,0,2240,104,0,0,0,0,0,0,0,0,0,37,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22253,"60633","60633","B5","G6350","S",26638667,5008815,"+41.6637834","-087.5613138"
106,107,"US1ILCK0246","LEMONT 0.4 S, IL US","(41.6641,-87.9913)",41.6641,-87.9913,214,147,10/3/2014,10/15/2018,0,0,0,0,0,0,0,0,0,0,147,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9709,"60439","60439","B5","G6350","S",78665626,3456673,"+41.6759759","-087.9835086"
68,69,"US1ILCK0153","ALSIP 0.2 E, IL US","(41.6703,-87.7312)",41.6703,-87.7312,183,3107,10/25/2009,10/19/2018,0,0,0,0,0,0,0,0,0,0,3107,0,0,1019,12,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,"60803","60803","B5","G6350","S",19625099,318958,"+41.6740639","-087.7362222"
51,52,"US1ILCK0116","BLUE ISLAND 1.1 NNW, IL US","(41.673,-87.6887)",41.673,-87.6887,197,460,7/7/2008,10/26/2011,0,0,0,0,0,0,0,0,0,0,460,0,0,288,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26636,"60406","60406","B5","G6350","S",14408332,240125,"+41.6549452","-087.6819519"
77,78,"US1ILCK0173","PALOS PARK 3.6 WNW, IL US","(41.6768,-87.9114)",41.6768,-87.9114,218,2202,11/21/2010,12/29/2018,0,0,0,0,0,0,0,0,0,0,2201,0,0,1495,228,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,"60464","60464","B5","G6350","S",20222764,1042657,"+41.6628404","-087.8607559"
