"","trap.name","lat","lng","lat.lng.src","satellite.ind","trap_type","date","erraticus.NumMosquitos","pipiens.NumMosquitos","pipiens_restuans.NumMosquitos","restuans.NumMosquitos","salinarius.NumMosquitos","tarsalis.NumMosquitos","territans.NumMosquitos","unspecified.NumMosquitos","tot.NumMosquitos","erraticus.WnvPresent","pipiens.WnvPresent","pipiens_restuans.WnvPresent","restuans.WnvPresent","salinarius.WnvPresent","tarsalis.WnvPresent","territans.WnvPresent","unspecified.WnvPresent","any.WnvPresent","mo","wk","day.of.wk","day.of.wk.name","location","yr"
"2847","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2011-09-16,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,37,6,"Thu","(41.857837293807705,-87.63586198559554)",2011
"2848","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-06-15,0,0,1,1,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,24,6,"Thu","(41.857837293807705,-87.63586198559554)",2012
"2849","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-06-21,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,25,5,"Wed","(41.857837293807705,-87.63586198559554)",2012
"2850","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-07-09,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,28,2,"Sun","(41.857837293807705,-87.63586198559554)",2012
"2851","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-07-13,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,28,6,"Thu","(41.857837293807705,-87.63586198559554)",2012
"2852","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-07-20,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,29,6,"Thu","(41.857837293807705,-87.63586198559554)",2012
"2853","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-07-27,0,0,10,0,0,0,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,6,"Thu","(41.857837293807705,-87.63586198559554)",2012
"2854","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-08-03,0,0,5,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31,6,"Thu","(41.857837293807705,-87.63586198559554)",2012
"2855","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-08-09,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,32,5,"Wed","(41.857837293807705,-87.63586198559554)",2012
"2856","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-08-16,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,33,5,"Wed","(41.857837293807705,-87.63586198559554)",2012
"2857","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2012-08-23,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,5,"Wed","(41.857837293807705,-87.63586198559554)",2012
"2858","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-06-14,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,24,6,"Thu","(41.857837293807705,-87.63586198559554)",2013
"2859","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-06-27,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,26,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2860","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-07-12,0,0,3,1,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,28,6,"Thu","(41.857837293807705,-87.63586198559554)",2013
"2861","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-07-19,0,0,4,0,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,29,6,"Thu","(41.857837293807705,-87.63586198559554)",2013
"2862","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-07-25,0,0,1,2,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2863","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-08-01,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2864","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-08-08,0,2,8,0,0,0,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,32,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2865","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-08-15,0,12,7,0,0,0,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,33,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2866","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-08-22,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2867","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-08-29,0,2,0,1,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,35,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2868","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-09-06,0,3,1,0,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,36,6,"Thu","(41.857837293807705,-87.63586198559554)",2013
"2869","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-09-12,0,1,4,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,37,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2870","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2013-09-19,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38,5,"Wed","(41.857837293807705,-87.63586198559554)",2013
"2871","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-06-05,0,0,6,13,0,0,0,0,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,23,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2872","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-07-03,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,27,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2873","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-07-17,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,29,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2874","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-07-24,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2875","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-07-31,0,0,4,6,0,0,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,31,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2876","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-08-07,0,0,10,0,0,0,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,32,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2877","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-08-14,0,19,39,23,0,0,0,0,81,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,33,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2878","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-08-21,0,3,5,1,0,0,0,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2879","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-08-28,0,4,18,2,0,0,0,0,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,35,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2880","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-09-05,0,0,19,5,0,0,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,36,6,"Thu","(41.857837293807705,-87.63586198559554)",2014
"2881","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-09-11,0,0,24,7,0,0,0,0,31,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,37,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2882","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-09-18,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2883","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-09-25,0,2,0,1,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,39,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2884","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2014-10-02,0,0,3,2,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40,5,"Wed","(41.857837293807705,-87.63586198559554)",2014
"2885","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2015-07-23,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,5,"Wed","(41.857837293807705,-87.63586198559554)",2015
"2886","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2015-07-30,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,31,5,"Wed","(41.857837293807705,-87.63586198559554)",2015
"2887","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2015-09-02,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,35,4,"Tue","(41.857837293807705,-87.63586198559554)",2015
"2888","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2015-09-23,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38,4,"Tue","(41.857837293807705,-87.63586198559554)",2015
"2889","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2015-09-30,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,39,4,"Tue","(41.857837293807705,-87.63586198559554)",2015
"2890","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-06-16,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,24,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2891","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-06-22,0,0,8,0,0,0,0,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,25,4,"Tue","(41.857837293807705,-87.63586198559554)",2016
"2892","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-07-01,0,0,4,0,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,27,6,"Thu","(41.857837293807705,-87.63586198559554)",2016
"2893","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-07-08,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,28,6,"Thu","(41.857837293807705,-87.63586198559554)",2016
"2894","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-07-27,0,0,2,3,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,4,"Tue","(41.857837293807705,-87.63586198559554)",2016
"2895","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-08-11,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,32,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2896","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-08-18,0,0,0,5,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,33,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2897","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-08-25,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2898","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-09-01,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,35,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2899","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-09-09,0,4,20,29,0,0,0,0,53,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,37,6,"Thu","(41.857837293807705,-87.63586198559554)",2016
"2900","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-09-15,0,0,0,7,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,37,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2901","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-09-22,0,0,16,0,0,0,0,0,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2902","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2016-09-29,0,0,8,7,0,0,0,0,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,39,5,"Wed","(41.857837293807705,-87.63586198559554)",2016
"2903","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2017-07-20,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,29,5,"Wed","(41.857837293807705,-87.63586198559554)",2017
"2904","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2017-08-03,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31,5,"Wed","(41.857837293807705,-87.63586198559554)",2017
"2905","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2017-08-10,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,32,5,"Wed","(41.857837293807705,-87.63586198559554)",2017
"2906","T043","41.857837293807705","-87.63586198559554","CDPH",FALSE,"GRAVID",2017-08-31,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,35,5,"Wed","(41.857837293807705,-87.63586198559554)",2017
"2907","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-07-02,0,0,2,1,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,27,2,"Sun","(41.88419958545182,-87.62008664669412)",2007
"2908","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-07-18,0,0,1,2,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,29,4,"Tue","(41.88419958545182,-87.62008664669412)",2007
"2909","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-08-01,0,1,1,1,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31,4,"Tue","(41.88419958545182,-87.62008664669412)",2007
"2910","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-08-15,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,33,4,"Tue","(41.88419958545182,-87.62008664669412)",2007
"2911","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-08-21,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,3,"Mon","(41.88419958545182,-87.62008664669412)",2007
"2912","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-09-04,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,36,3,"Mon","(41.88419958545182,-87.62008664669412)",2007
"2913","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-09-18,0,1,19,0,0,0,0,0,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38,3,"Mon","(41.88419958545182,-87.62008664669412)",2007
"2914","T044","41.88419958545182","-87.62008664669412","CDPH",FALSE,"CDC",2007-10-04,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40,5,"Wed","(41.88419958545182,-87.62008664669412)",2007
"2915","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-05-29,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,22,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2916","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-06-05,0,1,1,2,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,23,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2917","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-06-26,0,0,1,1,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,26,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2918","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-07-02,0,0,2,2,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,27,2,"Sun","(41.92170457422864,-87.66696323469388)",2007
"2919","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-07-11,0,0,4,1,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,28,4,"Tue","(41.92170457422864,-87.66696323469388)",2007
"2920","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-07-18,0,4,12,0,0,0,0,0,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,29,4,"Tue","(41.92170457422864,-87.66696323469388)",2007
"2921","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-07-27,0,0,5,1,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,6,"Thu","(41.92170457422864,-87.66696323469388)",2007
"2922","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-08-01,0,10,23,0,0,0,0,0,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31,4,"Tue","(41.92170457422864,-87.66696323469388)",2007
"2923","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-08-07,0,8,20,0,0,0,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,32,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2924","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-08-15,0,67,108,0,0,0,0,0,175,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,33,4,"Tue","(41.92170457422864,-87.66696323469388)",2007
"2925","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-08-21,0,17,28,0,0,0,0,0,45,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8,34,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2926","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-08-24,0,0,2,2,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,6,"Thu","(41.92170457422864,-87.66696323469388)",2007
"2927","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-09-04,0,2,4,0,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,36,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2928","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-09-18,0,7,6,0,0,0,0,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,38,3,"Mon","(41.92170457422864,-87.66696323469388)",2007
"2929","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2007-10-04,0,0,7,0,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40,5,"Wed","(41.92170457422864,-87.66696323469388)",2007
"2930","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-06-11,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,24,4,"Tue","(41.92170457422864,-87.66696323469388)",2008
"2931","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-06-17,0,1,0,2,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,25,3,"Mon","(41.92170457422864,-87.66696323469388)",2008
"2932","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-06-24,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,26,3,"Mon","(41.92170457422864,-87.66696323469388)",2008
"2933","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-07-01,0,1,3,2,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,27,3,"Mon","(41.92170457422864,-87.66696323469388)",2008
"2934","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-07-04,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,27,6,"Thu","(41.92170457422864,-87.66696323469388)",2008
"2935","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-07-11,0,0,2,3,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,28,6,"Thu","(41.92170457422864,-87.66696323469388)",2008
"2936","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-07-23,0,0,17,4,1,0,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,4,"Tue","(41.92170457422864,-87.66696323469388)",2008
"2937","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-07-28,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,30,2,"Sun","(41.92170457422864,-87.66696323469388)",2008
"2938","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-08-04,0,0,1,1,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,31,2,"Sun","(41.92170457422864,-87.66696323469388)",2008
"2939","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-08-12,0,1,3,0,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,33,3,"Mon","(41.92170457422864,-87.66696323469388)",2008
"2940","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-08-19,0,1,5,1,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,34,3,"Mon","(41.92170457422864,-87.66696323469388)",2008
"2941","T045","41.92170457422864","-87.66696323469388","CDPH",FALSE,"GRAVID",2008-08-26,0,2,52,3,0,0,0,0,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,35,3,"Mon","(41.92170457422864,-87.66696323469388)",2008
