SUMLEVEL,GEOID,FILETYPE,year,tot_pop,male_pct,female_pct,age_median,tot_under18_pct,tot_18to64_pct,tot_65plus_pct,raceeth_white_pct,raceeth_aa_pct,raceeth_aian_pct,raceeth_asian_pct,raceeth_hpi_pct,raceeth_other_pct,raceeth_mult_pct,raceeth_hispanic_pct
140,14000US17031061901,2017e5,2017,3513,0.4807856533,0.5192143467,31.6,0.0700256191,0.8491317962,0.0808425847,0.7099345289,0.0259037859,0.0145175064,0.1542840877,0,0,0.0202106462,0.0751494449
140,14000US17031061902,2017e5,2017,4512,0.5177304965,0.4822695035,39.6,0.0401152482,0.759751773,0.2001329787,0.8477393617,0.0261524823,0.0044326241,0.0720301418,0,0,0.0272606383,0.0223847518
140,14000US17031062000,2017e5,2017,3022,0.4880873594,0.5119126406,30.3,0.0688285903,0.8735936466,0.0575777631,0.8183322303,0.06287227,0,0.0489741893,0,0,0.018861681,0.0509596294
140,14000US17031062100,2017e5,2017,3740,0.5486631016,0.4513368984,28.9,0.0681818182,0.8620320856,0.0697860963,0.7890374332,0.0288770053,0,0.0756684492,0,0,0.0200534759,0.0863636364
140,14000US17031062200,2017e5,2017,2833,0.5563007413,0.4436992587,28.9,0.104835863,0.8729262266,0.0222379103,0.8340981292,0.0455347688,0,0.0437698553,0,0,0.0031768443,0.0734204024
140,14000US17031062300,2017e5,2017,1728,0.5677083333,0.4322916667,29.9,0.2013888889,0.759837963,0.0387731481,0.818287037,0.0144675926,0,0.0619212963,0,0,0.0509259259,0.0543981481
140,14000US17031062400,2017e5,2017,1433,0.4787159805,0.5212840195,31.1,0.1688764829,0.7571528262,0.0739706909,0.8841591068,0.0188415911,0,0.0411723657,0,0,0.0307048151,0.0251221214
140,14000US17031062500,2017e5,2017,1568,0.5924744898,0.4075255102,30.7,0.149872449,0.8214285714,0.0286989796,0.8322704082,0,0,0.068877551,0,0,0.0133928571,0.0854591837
140,14000US17031062600,2017e5,2017,2288,0.5052447552,0.4947552448,33,0.2591783217,0.7041083916,0.0367132867,0.7902097902,0.0144230769,0,0.0952797203,0,0.0026223776,0.034965035,0.0625
140,14000US17031062700,2017e5,2017,2770,0.5859205776,0.4140794224,31.7,0.1953068592,0.7393501805,0.0653429603,0.8714801444,0,0.0064981949,0.0270758123,0,0,0.0166064982,0.0783393502
140,14000US17031062800,2017e5,2017,3651,0.5154752123,0.4845247877,29.4,0.1596822788,0.8107367844,0.0295809367,0.8408655163,0.0095864147,0.0024650781,0.0536839222,0,0,0.0188989318,0.0745001369
140,14000US17031062900,2017e5,2017,3959,0.5450871432,0.4549128568,29.4,0.1101288204,0.8552664814,0.0346046982,0.8734528921,0.0373831776,0,0.0431927254,0,0,0.0209648901,0.0250063147
140,14000US17031063000,2017e5,2017,3249,0.4909202832,0.5090797168,30,0.1258848877,0.865189289,0.0089258233,0.7316097261,0.0498614958,0,0.1126500462,0.0033856571,0,0.0360110803,0.0664819945
140,14000US17031063100,2017e5,2017,2326,0.4836629407,0.5163370593,30.4,0.1087704213,0.8632846088,0.0279449699,0.8108340499,0.0081685297,0,0.0498710232,0,0.0042992261,0.0795356836,0.0472914875
140,14000US17031063200,2017e5,2017,7045,0.4469836764,0.5530163236,33.5,0.0782114975,0.7737402413,0.1480482612,0.8080908446,0.0268275373,0,0.0713981547,0,0,0.0214336409,0.0722498226
140,14000US17031063301,2017e5,2017,2588,0.4339258114,0.5660741886,32,0.0394126739,0.7654559505,0.1951313756,0.7480680062,0.1020092736,0,0.0560278207,0,0,0.0544822257,0.0394126739
140,14000US17031063302,2017e5,2017,4140,0.4642512077,0.5357487923,30.3,0.0473429952,0.8362318841,0.1164251208,0.7855072464,0.0212560386,0,0.1004830918,0,0,0.0178743961,0.0748792271
