"trap.name","lat","lng","lat.lng.src","satellite.ind","trap_type","date","erraticus.NumMosquitos","pipiens.NumMosquitos","pipiens_restuans.NumMosquitos","restuans.NumMosquitos","salinarius.NumMosquitos","tarsalis.NumMosquitos","territans.NumMosquitos","unspecified.NumMosquitos","tot.NumMosquitos","erraticus.WnvPresent","pipiens.WnvPresent","pipiens_restuans.WnvPresent","restuans.WnvPresent","salinarius.WnvPresent","tarsalis.WnvPresent","territans.WnvPresent","unspecified.WnvPresent","any.WnvPresent","location","yr","mo","wk","day.of.wk","day.of.wk.name"
"T220A","41.987053811133364","-87.72839753205471","CDPH",TRUE,"GRAVID",2008-08-26,0,5,57,6,0,0,0,0,68,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.987053811133364,-87.72839753205471)",2008,8,35,3,"Mon"
"T220A","41.987053811133364","-87.72839753205471","CDPH",TRUE,"GRAVID",2008-09-02,0,1,20,5,0,0,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.987053811133364,-87.72839753205471)",2008,9,36,3,"Mon"
"T220A","41.987053811133364","-87.72839753205471","CDPH",TRUE,"GRAVID",2008-09-09,0,0,7,0,0,0,0,0,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.987053811133364,-87.72839753205471)",2008,9,37,3,"Mon"
"T220A","41.987053811133364","-87.72839753205471","CDPH",TRUE,"GRAVID",2008-09-15,0,0,10,0,0,0,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.987053811133364,-87.72839753205471)",2008,9,37,2,"Sun"
"T220A","41.987053811133364","-87.72839753205471","CDPH",TRUE,"GRAVID",2008-09-19,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.987053811133364,-87.72839753205471)",2008,9,38,6,"Thu"
"T220A","41.987053811133364","-87.72839753205471","CDPH",TRUE,"GRAVID",2008-09-29,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.987053811133364,-87.72839753205471)",2008,9,39,2,"Sun"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-06-26,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,6,26,3,"Mon"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-07-11,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,7,28,4,"Tue"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-07-18,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,7,29,4,"Tue"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-08-01,0,1,3,0,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,8,31,4,"Tue"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-08-07,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,8,32,3,"Mon"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-08-15,0,5,5,0,0,0,0,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,8,33,4,"Tue"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-08-21,0,1,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,8,34,3,"Mon"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-08-24,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,8,34,6,"Thu"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-09-12,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,9,37,4,"Tue"
"T001","41.95428245627087","-87.73384287546776","CDPH",FALSE,"GRAVID",2007-10-04,0,1,0,0,0,0,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.95428245627087,-87.73384287546776)",2007,10,40,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-05-29,0,0,1,1,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,5,22,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-06-05,0,1,3,5,0,0,0,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,6,23,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-06-26,0,0,1,4,1,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,6,26,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-06-29,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,6,26,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-07-02,0,0,3,2,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,7,27,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-07-11,0,2,18,7,0,0,0,0,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,7,28,4,"Tue"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-07-18,0,4,7,2,0,0,0,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,7,29,4,"Tue"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-07-27,0,1,23,11,0,0,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,7,30,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-08-01,0,67,104,8,0,0,0,0,179,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2007,8,31,4,"Tue"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-08-07,0,11,13,2,0,0,0,0,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,8,32,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-08-15,0,32,41,3,0,0,0,0,76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2007,8,33,4,"Tue"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-08-21,0,46,23,0,0,0,1,0,70,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2007,8,34,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-08-24,0,35,27,0,0,0,0,0,62,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2007,8,34,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-09-04,0,13,10,0,0,0,0,0,23,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2007,9,36,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-09-12,0,6,2,0,0,0,0,0,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2007,9,37,4,"Tue"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-09-18,0,17,24,0,0,0,0,0,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,9,38,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-09-24,0,41,33,0,0,0,0,0,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,9,39,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2007-10-04,0,53,29,0,0,0,0,0,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2007,10,40,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-06-17,0,0,2,3,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,6,25,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-06-24,0,0,0,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,6,26,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-07-01,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,7,27,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-07-04,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,7,27,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-07-11,0,0,3,2,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,7,28,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-07-23,0,27,136,63,0,0,0,0,226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,7,30,4,"Tue"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-07-28,0,0,1,1,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,7,30,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-08-04,0,5,50,24,0,0,0,0,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,8,31,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-08-19,0,3,348,28,0,0,0,0,379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,8,34,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-08-25,0,1,169,4,0,0,0,0,174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,8,34,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-09-02,0,1,367,6,0,0,0,0,374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,9,36,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-09-09,0,0,458,0,0,0,0,0,458,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2008,9,37,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-09-15,0,3,40,0,0,0,0,0,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,9,37,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-09-19,0,0,3,0,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,9,38,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2008-09-29,0,0,2,1,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2008,9,39,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-05-28,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,5,22,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-06-02,0,0,29,0,0,0,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,6,22,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-06-05,0,0,1,4,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,6,23,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-06-12,0,1,5,2,0,0,0,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,6,24,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-06-19,0,0,22,6,0,0,0,0,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,6,25,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-06-26,0,1,112,6,0,0,0,0,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,6,26,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-07-06,0,1,3,12,0,0,0,0,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,7,27,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-07-10,0,4,129,32,0,0,0,0,165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,7,28,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-07-17,0,3,96,14,0,0,0,0,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,7,29,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-07-24,0,4,215,18,0,0,0,0,237,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2009,7,30,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-07-31,0,3,14,4,0,0,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,7,31,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-08-07,0,1,12,0,0,0,0,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,8,32,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-08-25,0,0,14,7,0,0,0,0,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,8,34,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-09-14,0,0,6,0,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,9,37,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-09-17,0,0,4,2,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,9,38,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2009-09-25,0,1,27,1,0,0,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2009,9,39,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-06-11,0,0,2,5,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,6,24,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-06-18,0,0,36,19,0,0,0,0,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,6,25,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-06-25,0,0,2,1,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,6,26,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-07-01,0,0,0,6,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,7,26,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-07-13,0,3,491,225,0,0,0,0,719,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2010,7,28,3,"Mon"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-07-16,0,8,49,25,0,0,0,0,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,7,29,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-07-23,0,20,394,64,8,0,0,0,486,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.956298856118664,-87.79751744482932)",2010,7,30,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-07-29,0,1,6,4,0,0,0,0,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,7,30,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-08-05,0,0,11,1,0,0,0,0,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,8,31,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-08-13,0,0,26,8,0,0,0,0,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,8,33,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-08-19,0,1,0,1,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,8,33,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-08-26,0,2,11,3,0,0,1,0,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,8,34,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-09-02,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,9,35,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-09-10,0,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,9,37,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-09-16,0,1,1,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,9,37,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2010-10-01,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2010,10,40,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-06-17,0,0,14,0,0,0,0,0,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,6,24,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-06-24,0,0,4,5,0,0,0,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,6,25,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-06-30,0,0,2,33,0,0,0,0,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,6,26,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-07-11,0,4,24,18,0,0,0,0,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,7,28,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-07-15,0,0,37,17,0,0,0,0,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,7,28,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-07-25,0,0,23,6,0,0,0,0,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,7,30,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-07-29,0,8,29,7,0,0,0,0,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,7,30,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-08-05,0,0,21,3,0,0,0,0,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,8,31,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-08-12,0,0,14,0,0,0,0,0,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,8,32,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-08-19,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,8,33,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-08-26,0,0,28,11,0,0,0,0,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,8,34,6,"Thu"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-09-01,0,7,15,0,0,0,0,0,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,9,35,5,"Wed"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-09-12,0,1,4,3,0,0,0,0,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,9,37,2,"Sun"
"T002","41.956298856118664","-87.79751744482932","CDPH",FALSE,"GRAVID",2011-09-16,0,0,2,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.956298856118664,-87.79751744482932)",2011,9,37,6,"Thu"
