"FID_wnv_tr","trap_name","rev_lat","rev_lng","nrows","latlng_cnt","wnv_presen","wnv_pres_1","Field8","wnv_absent","Field10","Field11","Field12","Field13","Field14","Field15","sd_Mosquit","FID_tl_201","ZCTA5CE10","GEOID10","CLASSFP10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
87,"T090C",41.6757126357,-87.6539394763,0,"TRUE",,0,,0,,,,,,,,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
84,"T090",41.6768873162,-87.6612219262,0,"FALSE",,0,,0,,,,,,,,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
88,"T091",41.6770323532,-87.6444650752,0,"FALSE",,0,,0,,,,,,,,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
89,"T092",41.6774470725,-87.6227850123,0,"FALSE",,0,,0,,,,,,,,21864,"60628","60628","B5","G6350","S",28281720,194243,"+41.6908748","-087.6157730"
140,"T212",41.6810349311,-87.5334364673,0,"FALSE",,0,,0,,,,,,,,21205,"60617","60617","B5","G6350","S",35874528,3883219,"+41.7182009","-087.5520495"
129,"T158",41.6821804029,-87.710091651,0,"FALSE",,0,,0,,,,,,,,4447,"60655","60655","B5","G6350","S",11408006,0,"+41.6947762","-087.7037764"
86,"T090B",41.6837249746,-87.656560671,0,"TRUE",,0,,0,,,,,,,,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
99,"T103",41.6863678,-87.5363922,0,"FALSE",,0,,0,,,,,,,,21205,"60617","60617","B5","G6350","S",35874528,3883219,"+41.7182009","-087.5520495"
141,"T215",41.6864892499,-87.531059811,0,"FALSE",,0,,0,,,,,,,,21205,"60617","60617","B5","G6350","S",35874528,3883219,"+41.7182009","-087.5520495"
80,"T086",41.6881705896,-87.678251676,0,"FALSE",,0,,0,,,,,,,,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
81,"T087",41.6881928495,-87.6768731124,0,"FALSE",,0,,0,,,,,,,,22215,"60643","60643","B5","G6350","S",19029085,32576,"+41.7002727","-087.6632674"
156,"T229",41.6902210882,-87.6376163722,0,"FALSE",,0,,0,,,,,,,,21864,"60628","60628","B5","G6350","S",28281720,194243,"+41.6908748","-087.6157730"
